sep=;
Astrée Analysis Report
1. Results
1.1. Data flow
Variable;Function;Access;Process;Application;Core;Data races;Shared variable;Variable class;Location
In_altCtr_VelocityZ_Ms_rem;STEP_AltitudeController;read;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;AltitudeController.c:94.56-82
In_altCtr_VelocityZ_Ms_rem;TASK_T1_Controllers;write;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;copter_var2_4.c:789.4-30
In_altObs_AccZ_g_dsp_noiseVariance;TASK_T5_AltitudeObserver;write;Process 10: T5_AltitudeObserver;OS_App1_Core2;OsCore_Core0;no;no;process local;copter_var2_4.c:887.4-38
In_altObs_AccZ_g_dsp_processVariance;TASK_T5_AltitudeObserver;write;Process 10: T5_AltitudeObserver;OS_App1_Core2;OsCore_Core0;no;no;process local;copter_var2_4.c:888.4-40
In_altObs_AccZ_g_dsp_valid;TASK_T5_AltitudeObserver;write;Process 10: T5_AltitudeObserver;OS_App1_Core2;OsCore_Core0;no;no;process local;copter_var2_4.c:889.4-30
In_altObs_AccZ_g_dsp_value;STEP_AltitudeObserver;read;Process 10: T5_AltitudeObserver;OS_App1_Core2;OsCore_Core0;no;no;process local;AltitudeObserver.c:409.10-36
In_altObs_AccZ_g_dsp_value;TASK_T5_AltitudeObserver;write;Process 10: T5_AltitudeObserver;OS_App1_Core2;OsCore_Core0;no;no;process local;copter_var2_4.c:886.4-30
In_altObs_Altitude_m_dsp_noiseVariance;TASK_T5_AltitudeObserver;write;Process 10: T5_AltitudeObserver;OS_App1_Core2;OsCore_Core0;no;no;process local;copter_var2_4.c:883.4-42
In_altObs_Altitude_m_dsp_processVariance;TASK_T5_AltitudeObserver;write;Process 10: T5_AltitudeObserver;OS_App1_Core2;OsCore_Core0;no;no;process local;copter_var2_4.c:884.4-44
In_altObs_Altitude_m_dsp_valid;TASK_T5_AltitudeObserver;write;Process 10: T5_AltitudeObserver;OS_App1_Core2;OsCore_Core0;no;no;process local;copter_var2_4.c:885.4-34
In_altObs_Altitude_m_dsp_value;STEP_AltitudeObserver;read;Process 10: T5_AltitudeObserver;OS_App1_Core2;OsCore_Core0;no;no;process local;AltitudeObserver.c:413.10-40
In_altObs_Altitude_m_dsp_value;TASK_T5_AltitudeObserver;write;Process 10: T5_AltitudeObserver;OS_App1_Core2;OsCore_Core0;no;no;process local;copter_var2_4.c:882.4-34
In_altObs_AngleX_RAD_attObs;STEP_AltitudeObserver;read;Process 10: T5_AltitudeObserver;OS_App1_Core2;OsCore_Core0;no;no;process local;AltitudeObserver.c:432.57-84
In_altObs_AngleX_RAD_attObs;TASK_T5_AltitudeObserver;write;Process 10: T5_AltitudeObserver;OS_App1_Core2;OsCore_Core0;no;no;process local;copter_var2_4.c:878.4-31
In_altObs_AngleY_RAD_attObs;STEP_AltitudeObserver;read;Process 10: T5_AltitudeObserver;OS_App1_Core2;OsCore_Core0;no;no;process local;AltitudeObserver.c:433.18-45
In_altObs_AngleY_RAD_attObs;TASK_T5_AltitudeObserver;write;Process 10: T5_AltitudeObserver;OS_App1_Core2;OsCore_Core0;no;no;process local;copter_var2_4.c:879.4-31
In_altObs_TakeOff_engCtr;STEP_AltitudeObserver;read;Process 10: T5_AltitudeObserver;OS_App1_Core2;OsCore_Core0;no;no;process local;AltitudeObserver.c:367.7-31
In_altObs_TakeOff_engCtr;TASK_T5_AltitudeObserver;write;Process 10: T5_AltitudeObserver;OS_App1_Core2;OsCore_Core0;no;no;process local;copter_var2_4.c:881.4-28
In_altObs_ThrustZ_N_engCtr;STEP_AltitudeObserver;read;Process 10: T5_AltitudeObserver;OS_App1_Core2;OsCore_Core0;no;no;process local;AltitudeObserver.c:433.50-76
In_altObs_ThrustZ_N_engCtr;TASK_T5_AltitudeObserver;write;Process 10: T5_AltitudeObserver;OS_App1_Core2;OsCore_Core0;no;no;process local;copter_var2_4.c:880.4-30
In_attCtr_angleX_RAD_rem;Sa2_controller_about__X_axis;read;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;AttitudeController.c:170.62-86
In_attCtr_angleX_RAD_rem;Sa2_controller_about__X_axis;read;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;AttitudeController.c:175.25-49
In_attCtr_angleX_RAD_rem;Sa2_controller_about__X_axis;read;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;AttitudeController.c:194.5-29
In_attCtr_angleX_RAD_rem;TASK_T1_Controllers;write;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;copter_var2_4.c:808.4-28
In_attCtr_angleY_RAD_rem;Sa3_controller_about_Y_axis;read;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;AttitudeController.c:262.62-86
In_attCtr_angleY_RAD_rem;Sa3_controller_about_Y_axis;read;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;AttitudeController.c:267.25-49
In_attCtr_angleY_RAD_rem;Sa3_controller_about_Y_axis;read;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;AttitudeController.c:286.5-29
In_attCtr_angleY_RAD_rem;TASK_T1_Controllers;write;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;copter_var2_4.c:809.4-28
In_attCtr_angularRateZ_RADs_dsp;Sa4_controller_about_Z_axis;read;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;AttitudeController.c:340.4-35
In_attCtr_angularRateZ_RADs_dsp;Sa4_controller_about_Z_axis;read;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;AttitudeController.c:341.37-68
In_attCtr_angularRateZ_RADs_dsp;TASK_T1_Controllers;write;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;copter_var2_4.c:819.4-35
In_attCtr_angularRateZ_RADs_rem;Sa4_controller_about_Z_axis;read;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;AttitudeController.c:345.28-59
In_attCtr_angularRateZ_RADs_rem;TASK_T1_Controllers;write;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;copter_var2_4.c:810.4-35
In_attCtr_statesX_attObs_angle;Sa2_controller_about__X_axis;read;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;AttitudeController.c:187.4-34
In_attCtr_statesX_attObs_angle;Sa2_controller_about__X_axis;read;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;AttitudeController.c:194.32-62
In_attCtr_statesX_attObs_angle;TASK_T1_Controllers;write;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;copter_var2_4.c:818.4-34
In_attCtr_statesX_attObs_angularRate;Sa2_controller_about__X_axis;read;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;AttitudeController.c:185.45-81
In_attCtr_statesX_attObs_angularRate;TASK_T1_Controllers;write;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;copter_var2_4.c:817.4-40
In_attCtr_statesX_attObs_angularState1;Sa2_controller_about__X_axis;read;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;AttitudeController.c:183.4-42
In_attCtr_statesX_attObs_angularState1;TASK_T1_Controllers;write;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;copter_var2_4.c:815.4-42
In_attCtr_statesX_attObs_angularState2;Sa2_controller_about__X_axis;read;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;AttitudeController.c:184.32-70
In_attCtr_statesX_attObs_angularState2;TASK_T1_Controllers;write;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;copter_var2_4.c:816.4-42
In_attCtr_statesY_attObs_angle;Sa3_controller_about_Y_axis;read;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;AttitudeController.c:279.4-34
In_attCtr_statesY_attObs_angle;Sa3_controller_about_Y_axis;read;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;AttitudeController.c:286.32-62
In_attCtr_statesY_attObs_angle;TASK_T1_Controllers;write;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;copter_var2_4.c:814.4-34
In_attCtr_statesY_attObs_angularRate;Sa3_controller_about_Y_axis;read;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;AttitudeController.c:277.45-81
In_attCtr_statesY_attObs_angularRate;TASK_T1_Controllers;write;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;copter_var2_4.c:813.4-40
In_attCtr_statesY_attObs_angularState1;Sa3_controller_about_Y_axis;read;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;AttitudeController.c:275.4-42
In_attCtr_statesY_attObs_angularState1;TASK_T1_Controllers;write;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;copter_var2_4.c:811.4-42
In_attCtr_statesY_attObs_angularState2;Sa3_controller_about_Y_axis;read;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;AttitudeController.c:276.32-70
In_attCtr_statesY_attObs_angularState2;TASK_T1_Controllers;write;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;copter_var2_4.c:812.4-42
In_attCtr_takeOff_engCtr;Sa2_controller_about__X_axis;read;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;AttitudeController.c:182.43-67
In_attCtr_takeOff_engCtr;Sa2_controller_about__X_axis;read;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;AttitudeController.c:184.4-28
In_attCtr_takeOff_engCtr;Sa2_controller_about__X_axis;read;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;AttitudeController.c:185.17-41
In_attCtr_takeOff_engCtr;Sa2_controller_about__X_axis;read;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;AttitudeController.c:186.42-66
In_attCtr_takeOff_engCtr;Sa2_controller_about__X_axis;read;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;AttitudeController.c:193.55-79
In_attCtr_takeOff_engCtr;Sa3_controller_about_Y_axis;read;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;AttitudeController.c:274.43-67
In_attCtr_takeOff_engCtr;Sa3_controller_about_Y_axis;read;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;AttitudeController.c:276.4-28
In_attCtr_takeOff_engCtr;Sa3_controller_about_Y_axis;read;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;AttitudeController.c:277.17-41
In_attCtr_takeOff_engCtr;Sa3_controller_about_Y_axis;read;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;AttitudeController.c:278.42-66
In_attCtr_takeOff_engCtr;Sa3_controller_about_Y_axis;read;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;AttitudeController.c:285.55-79
In_attCtr_takeOff_engCtr;Sa4_controller_about_Z_axis;read;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;AttitudeController.c:346.15-39
In_attCtr_takeOff_engCtr;TASK_T1_Controllers;write;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;copter_var2_4.c:820.4-28
In_attCtr_thrustZ_g_rem;Sa5_throttle_correction;read;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;AttitudeController.c:362.27-50
In_attCtr_thrustZ_g_rem;TASK_T1_Controllers;write;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;no;process local;copter_var2_4.c:807.4-27
In_attObs_accX_g_dsp_noiseVariance;TASK_T3_AttitudeObserver;write;Process 8: T3_AttitudeObserver;OS_App1_Core0;OsCore_Core1;no;no;process local;copter_var2_4.c:854.4-38
In_attObs_accX_g_dsp_processVariance;TASK_T3_AttitudeObserver;write;Process 8: T3_AttitudeObserver;OS_App1_Core0;OsCore_Core1;no;no;process local;copter_var2_4.c:855.4-40
In_attObs_accX_g_dsp_value;STEP_AttitudeObserver;read;Process 8: T3_AttitudeObserver;OS_App1_Core0;OsCore_Core1;no;no;process local;AttitudeObserver.c:446.7-33
In_attObs_accX_g_dsp_value;STEP_AttitudeObserver;read;Process 8: T3_AttitudeObserver;OS_App1_Core0;OsCore_Core1;no;no;process local;AttitudeObserver.c:450.10-36
In_attObs_accX_g_dsp_value;STEP_AttitudeObserver;read;Process 8: T3_AttitudeObserver;OS_App1_Core0;OsCore_Core1;no;no;process local;AttitudeObserver.c:454.26-52
In_attObs_accX_g_dsp_value;TASK_T3_AttitudeObserver;write;Process 8: T3_AttitudeObserver;OS_App1_Core0;OsCore_Core1;no;no;process local;copter_var2_4.c:853.4-30
In_attObs_accY_g_dsp_noiseVariance;TASK_T3_AttitudeObserver;write;Process 8: T3_AttitudeObserver;OS_App1_Core0;OsCore_Core1;no;no;process local;copter_var2_4.c:846.4-38
In_attObs_accY_g_dsp_processVariance;TASK_T3_AttitudeObserver;write;Process 8: T3_AttitudeObserver;OS_App1_Core0;OsCore_Core1;no;no;process local;copter_var2_4.c:847.4-40
In_attObs_accY_g_dsp_valid;TASK_T3_AttitudeObserver;write;Process 8: T3_AttitudeObserver;OS_App1_Core0;OsCore_Core1;no;no;process local;copter_var2_4.c:848.4-30
In_attObs_accY_g_dsp_value;STEP_AttitudeObserver;read;Process 8: T3_AttitudeObserver;OS_App1_Core0;OsCore_Core1;no;no;process local;AttitudeObserver.c:492.7-33
In_attObs_accY_g_dsp_value;STEP_AttitudeObserver;read;Process 8: T3_AttitudeObserver;OS_App1_Core0;OsCore_Core1;no;no;process local;AttitudeObserver.c:496.10-36
In_attObs_accY_g_dsp_value;STEP_AttitudeObserver;read;Process 8: T3_AttitudeObserver;OS_App1_Core0;OsCore_Core1;no;no;process local;AttitudeObserver.c:500.26-52
In_attObs_accY_g_dsp_value;TASK_T3_AttitudeObserver;write;Process 8: T3_AttitudeObserver;OS_App1_Core0;OsCore_Core1;no;no;process local;copter_var2_4.c:845.4-30
In_attObs_angularRateX_RADs_dsp_value;STEP_AttitudeObserver;read;Process 8: T3_AttitudeObserver;OS_App1_Core0;OsCore_Core1;no;no;process local;AttitudeObserver.c:534.40-77
In_attObs_angularRateX_RADs_dsp_value;STEP_AttitudeObserver;read;Process 8: T3_AttitudeObserver;OS_App1_Core0;OsCore_Core1;no;no;process local;AttitudeObserver.c:573.18-55
In_attObs_angularRateY_RADs_dsp_noiseVariance;TASK_T3_AttitudeObserver;write;Process 8: T3_AttitudeObserver;OS_App1_Core0;OsCore_Core1;no;no;process local;copter_var2_4.c:850.4-49
In_attObs_angularRateY_RADs_dsp_processVariance;TASK_T3_AttitudeObserver;write;Process 8: T3_AttitudeObserver;OS_App1_Core0;OsCore_Core1;no;no;process local;copter_var2_4.c:851.4-51
In_attObs_angularRateY_RADs_dsp_valid;TASK_T3_AttitudeObserver;write;Process 8: T3_AttitudeObserver;OS_App1_Core0;OsCore_Core1;no;no;process local;copter_var2_4.c:852.4-41
In_attObs_angularRateY_RADs_dsp_value;STEP_AttitudeObserver;read;Process 8: T3_AttitudeObserver;OS_App1_Core0;OsCore_Core1;no;no;process local;AttitudeObserver.c:484.40-77
In_attObs_angularRateY_RADs_dsp_value;STEP_AttitudeObserver;read;Process 8: T3_AttitudeObserver;OS_App1_Core0;OsCore_Core1;no;no;process local;AttitudeObserver.c:548.18-55
In_attObs_angularRateY_RADs_dsp_value;TASK_T3_AttitudeObserver;write;Process 8: T3_AttitudeObserver;OS_App1_Core0;OsCore_Core1;no;no;process local;copter_var2_4.c:849.4-41
In_attObs_takeOff_engCtr;TASK_T3_AttitudeObserver;write;Process 8: T3_AttitudeObserver;OS_App1_Core0;OsCore_Core1;no;no;process local;copter_var2_4.c:842.4-28
In_attObs_torqueX_NM_engCtr;STEP_AttitudeObserver;read;Process 8: T3_AttitudeObserver;OS_App1_Core0;OsCore_Core1;no;no;process local;AttitudeObserver.c:588.6-33
In_attObs_torqueX_NM_engCtr;TASK_T3_AttitudeObserver;write;Process 8: T3_AttitudeObserver;OS_App1_Core0;OsCore_Core1;no;no;process local;copter_var2_4.c:844.4-31
In_attObs_torqueY_NM_engCtr;STEP_AttitudeObserver;read;Process 8: T3_AttitudeObserver;OS_App1_Core0;OsCore_Core1;no;no;process local;AttitudeObserver.c:563.6-33
In_attObs_torqueY_NM_engCtr;TASK_T3_AttitudeObserver;write;Process 8: T3_AttitudeObserver;OS_App1_Core0;OsCore_Core1;no;no;process local;copter_var2_4.c:843.4-31
In_engCtr_takeoff_g_sw;STEP_EngineController;read;Process 7: T2_EngineController;OS_App0_Core1;OsCore_Core1;no;no;process local;EngineController.c:238.54-76
In_engCtr_takeoff_g_sw;TASK_T2_EngineController;write;Process 7: T2_EngineController;OS_App0_Core1;OsCore_Core1;no;no;process local;copter_var2_4.c:833.4-26
In_engCtr_thrustZ_N_attCtr;STEP_EngineController;read;Process 7: T2_EngineController;OS_App0_Core1;OsCore_Core1;no;no;process local;EngineController.c:238.24-50
In_engCtr_thrustZ_N_attCtr;STEP_EngineController;read;Process 7: T2_EngineController;OS_App0_Core1;OsCore_Core1;no;no;process local;EngineController.c:241.62-88
In_engCtr_thrustZ_N_attCtr;TASK_T2_EngineController;write;Process 7: T2_EngineController;OS_App0_Core1;OsCore_Core1;no;no;process local;copter_var2_4.c:829.4-30
In_engCtr_torqueX_NM_attCtr;STEP_EngineController;read;Process 7: T2_EngineController;OS_App0_Core1;OsCore_Core1;no;no;process local;EngineController.c:287.30-57
In_engCtr_torqueX_NM_attCtr;TASK_T2_EngineController;write;Process 7: T2_EngineController;OS_App0_Core1;OsCore_Core1;no;no;process local;copter_var2_4.c:830.4-31
In_engCtr_torqueY_NM_attCtr;STEP_EngineController;read;Process 7: T2_EngineController;OS_App0_Core1;OsCore_Core1;no;no;process local;EngineController.c:246.30-57
In_engCtr_torqueY_NM_attCtr;TASK_T2_EngineController;write;Process 7: T2_EngineController;OS_App0_Core1;OsCore_Core1;no;no;process local;copter_var2_4.c:831.4-31
In_engCtr_torqueZ_NM_attCtr;STEP_EngineController;read;Process 7: T2_EngineController;OS_App0_Core1;OsCore_Core1;no;no;process local;EngineController.c:252.30-57
In_engCtr_torqueZ_NM_attCtr;TASK_T2_EngineController;write;Process 7: T2_EngineController;OS_App0_Core1;OsCore_Core1;no;no;process local;copter_var2_4.c:832.4-31
In_heiObs_Altitude_m_dsp_value;STEP_HeightObserver;read;Process 9: T4_HeightObserver;OS_App1_Core1;OsCore_Core2;no;no;process local;HeightObserver.c:392.10-40
In_heiObs_Altitude_m_dsp_value;TASK_T4_HeightObserver;write;Process 9: T4_HeightObserver;OS_App1_Core1;OsCore_Core2;no;no;process local;copter_var2_4.c:865.4-34
In_heiObs_AngleX_RAD_attObs;STEP_HeightObserver;read;Process 9: T4_HeightObserver;OS_App1_Core1;OsCore_Core2;no;no;process local;HeightObserver.c:405.31-58
In_heiObs_AngleX_RAD_attObs;TASK_T4_HeightObserver;write;Process 9: T4_HeightObserver;OS_App1_Core1;OsCore_Core2;no;no;process local;copter_var2_4.c:866.4-31
In_heiObs_AngleY_RAD_attObs;STEP_HeightObserver;read;Process 9: T4_HeightObserver;OS_App1_Core1;OsCore_Core2;no;no;process local;HeightObserver.c:406.4-31
In_heiObs_AngleY_RAD_attObs;TASK_T4_HeightObserver;write;Process 9: T4_HeightObserver;OS_App1_Core1;OsCore_Core2;no;no;process local;copter_var2_4.c:867.4-31
In_heiObs_TakeOff_engCtr;STEP_HeightObserver;read;Process 9: T4_HeightObserver;OS_App1_Core1;OsCore_Core2;no;no;process local;HeightObserver.c:350.7-31
In_heiObs_TakeOff_engCtr;TASK_T4_HeightObserver;write;Process 9: T4_HeightObserver;OS_App1_Core1;OsCore_Core2;no;no;process local;copter_var2_4.c:869.4-28
In_heiObs_ThrustZ_N_engCtr;STEP_HeightObserver;read;Process 9: T4_HeightObserver;OS_App1_Core1;OsCore_Core2;no;no;process local;HeightObserver.c:406.36-62
In_heiObs_ThrustZ_N_engCtr;TASK_T4_HeightObserver;write;Process 9: T4_HeightObserver;OS_App1_Core1;OsCore_Core2;no;no;process local;copter_var2_4.c:868.4-30
OSError_params;TerminateTask;write;Process 3: IdleTask_OsCore_Core0;SystemApplication_OsCore_Core0;OsCore_Core0;no;yes;global;osek_stub.c:1218.2-24
OSError_params;TerminateTask;write;Process 4: IdleTask_OsCore_Core1;SystemApplication_OsCore_Core1;OsCore_Core1;no;yes;global;osek_stub.c:1218.2-24
OSError_params;ActivateTask;write;Process 19: T2_periodic_9ms;OS_App0_Core1;OsCore_Core1;no;yes;global;osek_stub.c:1150.2-24
OSError_params;ActivateTask;write;Process 19: T2_periodic_9ms;OS_App0_Core1;OsCore_Core1;no;yes;global;osek_stub.c:1151.2-23
OSError_params;TerminateTask;write;Process 10: T5_AltitudeObserver;OS_App1_Core2;OsCore_Core0;no;yes;global;osek_stub.c:1218.2-24
OSError_params;ActivateTask;write;Process 23: T6_periodic_9ms;OS_App0_Core2;OsCore_Core0;no;yes;global;osek_stub.c:1150.2-24
OSError_params;ActivateTask;write;Process 23: T6_periodic_9ms;OS_App0_Core2;OsCore_Core0;no;yes;global;osek_stub.c:1151.2-23
OSError_params;TerminateTask;write;Process 8: T3_AttitudeObserver;OS_App1_Core0;OsCore_Core1;no;yes;global;osek_stub.c:1218.2-24
OSError_params;TerminateTask;write;Process 5: IdleTask_OsCore_Core2;SystemApplication_OsCore_Core2;OsCore_Core2;no;yes;global;osek_stub.c:1218.2-24
OSError_params;TerminateTask;write;Process 7: T2_EngineController;OS_App0_Core1;OsCore_Core1;no;yes;global;osek_stub.c:1218.2-24
OSError_params;TerminateTask;write;Process 6: T1_Controllers;OS_App0_Core0;OsCore_Core1;no;yes;global;osek_stub.c:1218.2-24
OSError_params;ActivateTask;write;Process 18: T1_periodic_9ms;OS_App0_Core0;OsCore_Core1;no;yes;global;osek_stub.c:1150.2-24
OSError_params;ActivateTask;write;Process 18: T1_periodic_9ms;OS_App0_Core0;OsCore_Core1;no;yes;global;osek_stub.c:1151.2-23
OSError_params;TerminateTask;write;Process 9: T4_HeightObserver;OS_App1_Core1;OsCore_Core2;no;yes;global;osek_stub.c:1218.2-24
OSError_params;ActivateTask;write;Process 21: T4_periodic_3ms;OS_App1_Core1;OsCore_Core2;no;yes;global;osek_stub.c:1150.2-24
OSError_params;ActivateTask;write;Process 21: T4_periodic_3ms;OS_App1_Core1;OsCore_Core2;no;yes;global;osek_stub.c:1151.2-23
OSError_params;StartCore;write;main-process;;;no;yes;global;osek_stub.c:4473.2-24
OSError_params;TerminateTask;write;Process 11: T6_DSP;OS_App0_Core2;OsCore_Core0;no;yes;global;osek_stub.c:1218.2-24
OSError_params;ActivateTask;write;Process 22: T5_periodic_3ms;OS_App1_Core2;OsCore_Core0;no;yes;global;osek_stub.c:1150.2-24
OSError_params;ActivateTask;write;Process 22: T5_periodic_3ms;OS_App1_Core2;OsCore_Core0;no;yes;global;osek_stub.c:1151.2-23
OSError_params;ActivateTask;write;Process 20: T3_periodic_9ms;OS_App1_Core0;OsCore_Core1;no;yes;global;osek_stub.c:1150.2-24
OSError_params;ActivateTask;write;Process 20: T3_periodic_9ms;OS_App1_Core0;OsCore_Core1;no;yes;global;osek_stub.c:1151.2-23
OSError_params3;StartCore;write;main-process;;;no;no;global;osek_stub.c:4474.2-24
Out_accX_g_dsp_noiseVariance;TASK_T3_AttitudeObserver;read;Process 8: T3_AttitudeObserver;OS_App1_Core0;OsCore_Core1;yes;yes;global;copter_var2_4.c:854.41-69
Out_accX_g_dsp_noiseVariance;TASK_T6_DSP;write;Process 11: T6_DSP;OS_App0_Core2;OsCore_Core0;yes;yes;global;copter_var2_4.c:915.4-32
Out_accX_g_dsp_processVariance;TASK_T3_AttitudeObserver;read;Process 8: T3_AttitudeObserver;OS_App1_Core0;OsCore_Core1;yes;yes;global;copter_var2_4.c:855.43-73
Out_accX_g_dsp_processVariance;TASK_T6_DSP;write;Process 11: T6_DSP;OS_App0_Core2;OsCore_Core0;yes;yes;global;copter_var2_4.c:916.4-34
Out_accX_g_dsp_valid;TASK_T6_DSP;write;Process 11: T6_DSP;OS_App0_Core2;OsCore_Core0;no;no;process local;copter_var2_4.c:917.4-24
Out_accX_g_dsp_value;TASK_T3_AttitudeObserver;read;Process 8: T3_AttitudeObserver;OS_App1_Core0;OsCore_Core1;yes;yes;global;copter_var2_4.c:853.33-53
Out_accX_g_dsp_value;TASK_T6_DSP;write;Process 11: T6_DSP;OS_App0_Core2;OsCore_Core0;yes;yes;global;copter_var2_4.c:914.4-24
Out_accY_g_dsp_noiseVariance;TASK_T3_AttitudeObserver;read;Process 8: T3_AttitudeObserver;OS_App1_Core0;OsCore_Core1;yes;yes;global;copter_var2_4.c:846.41-69
Out_accY_g_dsp_noiseVariance;TASK_T6_DSP;write;Process 11: T6_DSP;OS_App0_Core2;OsCore_Core0;yes;yes;global;copter_var2_4.c:900.4-32
Out_accY_g_dsp_processVariance;TASK_T3_AttitudeObserver;read;Process 8: T3_AttitudeObserver;OS_App1_Core0;OsCore_Core1;yes;yes;global;copter_var2_4.c:847.43-73
Out_accY_g_dsp_processVariance;TASK_T6_DSP;write;Process 11: T6_DSP;OS_App0_Core2;OsCore_Core0;yes;yes;global;copter_var2_4.c:901.4-34
Out_accY_g_dsp_valid;TASK_T3_AttitudeObserver;read;Process 8: T3_AttitudeObserver;OS_App1_Core0;OsCore_Core1;yes;yes;global;copter_var2_4.c:848.33-53
Out_accY_g_dsp_valid;TASK_T6_DSP;write;Process 11: T6_DSP;OS_App0_Core2;OsCore_Core0;yes;yes;global;copter_var2_4.c:902.4-24
Out_accY_g_dsp_value;TASK_T3_AttitudeObserver;read;Process 8: T3_AttitudeObserver;OS_App1_Core0;OsCore_Core1;yes;yes;global;copter_var2_4.c:845.33-53
Out_accY_g_dsp_value;TASK_T6_DSP;write;Process 11: T6_DSP;OS_App0_Core2;OsCore_Core0;yes;yes;global;copter_var2_4.c:899.4-24
Out_AccZ_g_dsp_noiseVariance;TASK_T5_AltitudeObserver;read;Process 10: T5_AltitudeObserver;OS_App1_Core2;OsCore_Core0;yes;yes;core local;copter_var2_4.c:887.41-69
Out_AccZ_g_dsp_noiseVariance;TASK_T6_DSP;write;Process 11: T6_DSP;OS_App0_Core2;OsCore_Core0;yes;yes;core local;copter_var2_4.c:934.4-32
Out_AccZ_g_dsp_processVariance;TASK_T5_AltitudeObserver;read;Process 10: T5_AltitudeObserver;OS_App1_Core2;OsCore_Core0;yes;yes;core local;copter_var2_4.c:888.43-73
Out_AccZ_g_dsp_processVariance;TASK_T6_DSP;write;Process 11: T6_DSP;OS_App0_Core2;OsCore_Core0;yes;yes;core local;copter_var2_4.c:935.4-34
Out_AccZ_g_dsp_valid;TASK_T5_AltitudeObserver;read;Process 10: T5_AltitudeObserver;OS_App1_Core2;OsCore_Core0;yes;yes;core local;copter_var2_4.c:889.33-53
Out_AccZ_g_dsp_valid;TASK_T6_DSP;write;Process 11: T6_DSP;OS_App0_Core2;OsCore_Core0;yes;yes;core local;copter_var2_4.c:936.4-24
Out_AccZ_g_dsp_value;TASK_T5_AltitudeObserver;read;Process 10: T5_AltitudeObserver;OS_App1_Core2;OsCore_Core0;yes;yes;core local;copter_var2_4.c:886.33-53
